,symbol,name,reportDate,fiscalDateEnding,estimate,currency
1114,DRCMF,DRCMF,2023-11-15,2023-09-30,,CAD
1079,DLA,Delta Apparel Inc,2023-11-15,2023-09-30,-0.8,USD
619,BWLKF,BWLKF,2023-11-15,2023-09-30,,USD
2887,PTALF,PTALF,2023-11-15,2023-09-30,,USD
630,BYU,Baiyu Holdings Inc,2023-11-15,2023-09-30,0,USD
3106,SBET,SharpLink Gaming Ltd,2023-11-15,2023-09-30,0,USD
514,BLRX,Bioline Rx Ltd,2023-11-15,2023-09-30,-0.17,USD
2950,RBCN,RBCN,2023-11-15,2023-09-30,-0.11,USD
3471,TGT,Target Corp,2023-11-15,2023-10-31,1.48,USD
1000,CWLPF,CWLPF,2023-11-15,2023-08-31,,CAD
735,CFOO,CFOO,2023-11-15,2023-09-30,,USD
1196,EFRTF,EFRTF,2023-11-15,2023-09-30,,CAD
428,BDCO,BDCO,2023-11-15,2023-09-30,0,USD
1195,EFRMF,EFRMF,2023-11-15,2023-09-30,,USD
2827,PNNT,PennantPark Investment Corporation,2023-11-15,2023-09-30,0.22,USD
582,BRWXF,BRWXF,2023-11-15,2023-09-30,,CAD
3238,SLNH,Soluna Holdings Inc,2023-11-15,2023-09-30,0,USD
3490,TJX,TJX Companies Inc,2023-11-15,2023-10-31,0.98,USD
3412,SYTA,Siyata Mobile Inc,2023-11-15,2023-09-30,-0.035,USD
2833,POET,POET Technologies Inc,2023-11-15,2023-09-30,-0.1,USD
1031,DAVA,Endava plc,2023-11-15,2023-09-30,0.42,GBP
883,CPA,Copa Holdings S.A. - Class A,2023-11-15,2023-09-30,3.79,USD
756,CHNGQ,CHNGQ,2023-11-15,2023-09-30,0,USD
917,CRT,Cross Timbers Royalty Trust,2023-11-15,2023-09-30,,USD
803,CLWY,CLWY,2023-11-15,2023-09-30,0,USD
345,AVVIY,AVVIY,2023-11-15,2023-09-30,0,GBP
1277,ESMC,ESMC,2023-11-15,2023-09-30,0,USD
3831,WISA,WiSA Technologies Inc,2023-11-15,2023-09-30,-0.84,USD
292,ATDS,ATDS,2023-11-15,2023-09-30,0,USD
130,ALC,Alcon Inc,2023-11-15,2023-09-30,0.6609,USD
293,ATDSD,ATDSD,2023-11-15,2023-09-30,0,USD
3710,VEXTF,VEXTF,2023-11-15,2023-09-30,,USD
1577,GLG,GLG,2023-11-15,2023-09-30,0,USD
112,AIM,AIM ImmunoTech Inc,2023-11-15,2023-10-31,-0.11,USD
1728,HMENF,HMENF,2023-11-15,2023-09-30,,CAD
2472,NEXCF,NEXCF,2023-11-15,2023-09-30,-0.04,CAD
110,AIKI,AIKI,2023-11-15,2023-09-30,,USD
2498,NIOVF,NIOVF,2023-11-15,2023-09-30,,CAD
3898,XPEV,XPeng Inc,2023-11-15,2023-09-30,-0.54,CNY
3696,VCOR,VCOR,2023-11-15,2023-08-31,,USD
2511,NMGX,NMGX,2023-11-15,2023-09-30,0,USD
86,AGBA,AGBA Group Holding Ltd,2023-11-15,2023-09-30,,USD
3905,XYF,X Financial,2023-11-15,2023-09-30,,CNY
111,AILQF,AILQF,2023-11-15,2023-09-30,,CAD
2178,LTCH,Latch Inc,2023-11-15,2023-09-30,-0.37,USD
1493,GAMB,Gambling.com Group Ltd,2023-11-15,2023-09-30,0.1,USD
147,ALSMY,ALSMY,2023-11-15,2023-09-30,0,EUR
2339,MMS,Maximus Inc,2023-11-15,2023-09-30,1.13,USD
2349,MNTUF,MNTUF,2023-11-15,2023-09-30,,CAD
2328,MLSS,Milestone Scientific Inc,2023-11-15,2023-09-30,-0.02,USD
2312,MJNE,MJNE,2023-11-15,2023-09-30,,USD
1541,GFF,Griffon Corp,2023-11-15,2023-09-30,0.95,USD
3743,VNUE,VNUE,2023-11-15,2023-09-30,,USD
1618,GPRC,GPRC,2023-11-15,2023-09-30,0,USD
3740,VNET,VNET Group Inc,2023-11-15,2023-09-30,-0.07,CNY
2365,MOR,Morphosys AG,2023-11-15,2023-09-30,-0.5797,EUR
2298,MHPSY,MHPSY,2023-11-15,2023-09-30,,USD
1658,GYRO,Gyrodyne LLC,2023-11-15,2023-09-30,,USD
3731,VLMGF,VLMGF,2023-11-15,2023-08-31,,CAD
1519,GDEV,Nexters Inc,2023-11-15,2023-09-30,0,USD
2256,MDIT,MDIT,2023-11-15,2023-09-30,0,USD
1705,HI,Hillenbrand Inc,2023-11-15,2023-09-30,1.07,USD
2204,M,Macy`s Inc,2023-11-15,2023-08-31,,USD
2406,MTRAF,MTRAF,2023-11-15,2023-09-30,,USD
2082,LBLCF,LBLCF,2023-11-15,2023-09-30,,CAD
81,AFGVY,AFGVY,2023-11-15,2023-09-30,0,EUR
301,ATIF,ATIF Holdings Ltd,2023-11-15,2023-10-31,,USD
1574,GLBE,Global E Online Ltd,2023-11-15,2023-09-30,-0.23,USD
10,AAP,Advance Auto Parts Inc,2023-11-15,2023-09-30,1.45,USD
2017,KGJI,KGJI,2023-11-15,2023-09-30,0,USD
1301,EVGN,Evogene Ltd,2023-11-15,2023-09-30,-0.16,USD
353,AXIM,AXIM,2023-11-15,2023-09-30,,USD
3947,ZIM,Zim Integrated Shipping Services Ltd,2023-11-15,2023-09-30,-1.3,USD
2709,PANW,Palo Alto Networks Inc,2023-11-15,2023-10-31,1.16,USD
348,AVXT,AVXT,2023-11-15,2023-09-30,0,USD
2027,KLIC,Kulicke & Soffa Industries Inc,2023-11-15,2023-09-30,0.43,USD
1348,FCUUF,FCUUF,2023-11-15,2023-09-30,0,CAD
2615,OCUP,Ocuphire Pharma Inc,2023-11-15,2023-09-30,-0.22,USD
329,AVAL,Grupo Aval Acciones y Valores S.A.,2023-11-15,2023-09-30,0.0848,COP
1849,IMTX,Immatics N.V,2023-11-15,2023-09-30,-0.39,EUR
3680,UTI,Universal Technical Institute Inc,2023-11-15,2023-09-30,0.06,USD
1969,JMIA,Jumia Technologies Ag,2023-11-15,2023-09-30,,USD
3633,UCL,Ucloudlink Group Inc,2023-11-15,2023-09-30,0.03,USD
2008,KEP,Korea Electric Power,2023-11-15,2023-09-30,0.5105,KRW
2005,KDOZF,KDOZF,2023-11-15,2023-09-30,,USD
1832,IIIV,i3 Verticals Inc - Class A,2023-11-15,2023-09-30,0.4,USD
3659,UOLGY,UOLGY,2023-11-15,2023-09-30,0.2303,SGD
391,BANX,ArrowMark Financial Corp,2023-11-15,2023-09-30,0.58,USD
2002,KDCCF,KDCCF,2023-11-15,2023-09-30,,CAD
2058,KSS,Kohl`s Corp,2023-11-15,2023-10-31,0.36,USD
66,ADXS,ADXS,2023-11-15,2023-10-31,-1.28,USD
362,AYRO,AYRO Inc,2023-11-15,2023-09-30,-0.84,USD
1963,JJSF,J&J Snack Foods Corp,2023-11-15,2023-09-30,1.72,USD
1820,IFNNY,IFNNY,2023-11-15,2023-09-30,0.6254,EUR
1966,JKSM,JKSM,2023-11-15,2023-09-30,,USD
3040,ROST,Ross Stores Inc,2023-11-16,2023-10-31,1.22,USD
714,CDTI,CDTI,2023-11-16,2023-09-30,0,USD
563,BRC,Brady Corp - Class A,2023-11-16,2023-10-31,0.95,USD
935,CSOL,CSOL,2023-11-16,2023-09-30,0,USD
1912,ISCO,ISCO,2023-11-16,2023-09-30,0,USD
176,AMSWA,American Software Inc - Class A,2023-11-16,2023-10-31,0.09,USD
1669,HAYN,Haynes International Inc,2023-11-16,2023-09-30,1.03,USD
3050,RSAU,RSAU,2023-11-16,2023-09-30,0,USD
3314,SQM,Sociedad Quimica Y Minera de Chile S.A.,2023-11-16,2023-09-30,2.03,USD
3954,ZTO,ZTO Express (Cayman) Inc,2023-11-16,2023-09-30,0.38,CNY
550,BOTRF,BOTRF,2023-11-16,2023-09-30,0,HKD
3315,SR,Spire Inc,2023-11-16,2023-09-30,-0.63,USD
1631,GRVY,Gravity Co Ltd,2023-11-16,2023-09-30,,KRW
545,BONTQ,BONTQ,2023-11-16,2023-10-31,0,USD
1273,ESE,Esco Technologies Inc,2023-11-16,2023-09-30,1.22,USD
2995,RGDXQ,RGDXQ,2023-11-16,2023-09-30,0,USD
2311,MJNA,MJNA,2023-11-16,2023-09-30,,USD
203,AOXG,AOXG,2023-11-16,2023-09-30,0,USD
700,CCM,Concord Medical Services,2023-11-16,2023-09-30,0,CNY
3771,VSPC,VSPC,2023-11-16,2023-09-30,0,USD
1582,GLOB,Globant S.A.,2023-11-16,2023-09-30,1.47,USD
2978,REOS,REOS,2023-11-16,2023-09-30,0,USD
3481,TIGCF,TIGCF,2023-11-16,2023-09-30,,CAD
3035,ROIUF,ROIUF,2023-11-16,2023-09-30,,CAD
2219,MATW,Matthews International Corp - Class A,2023-11-16,2023-09-30,0.9,USD
1819,IFMK,IFMK,2023-11-16,2023-09-30,0,USD
27,ABMC,ABMC,2023-11-16,2023-09-30,0,USD
633,BZH,Beazer Homes USA Inc,2023-11-16,2023-09-30,1.39,USD
70,AEG,Aegon Ltd,2023-11-16,2023-09-30,-0.477,EUR
69,ADYX,ADYX,2023-11-16,2023-09-30,0,USD
3190,SIEGY,SIEGY,2023-11-16,2023-09-30,1.24,EUR
3375,SUBCY,SUBCY,2023-11-16,2023-09-30,0.0913,USD
1800,ICLD,ICLD,2023-11-16,2023-09-30,0,USD
2120,LINUF,LINUF,2023-11-16,2023-09-30,0,USD
102,AHFCF,AHFCF,2023-11-16,2023-09-30,,CAD
1838,IMAC,IMAC,2023-11-16,2023-09-30,-1.2,USD
2131,LMFA,LM Funding America Inc,2023-11-16,2023-09-30,-0.35,USD
819,CMP,Compass Minerals International Inc,2023-11-16,2023-09-30,-0.04,USD
612,BV,BrightView Holdings Inc,2023-11-16,2023-09-30,0.33,USD
609,BURBY,BURBY,2023-11-16,2023-09-30,0,GBP
1763,HSTI,HSTI,2023-11-16,2023-09-30,,USD
1761,HSHP,Himalaya Shipping Ltd,2023-11-16,2023-09-30,-0.0096,USD
3879,WWD,Woodward Inc,2023-11-16,2023-09-30,1.31,USD
2142,LNVGF,LNVGF,2023-11-16,2023-09-30,0.0211,USD
155,AMAT,Applied Materials Inc,2023-11-16,2023-10-31,2,USD
3252,SMGZY,SMGZY,2023-11-16,2023-10-31,0,GBP
890,CPRT,Copart Inc,2023-11-16,2023-10-31,0.32,USD
140,ALLT,Allot Ltd,2023-11-16,2023-09-30,-0.27,USD
1732,HMNY,HMNY,2023-11-16,2023-09-30,0,USD
3841,WMG,Warner Music Group Corp - Class A,2023-11-16,2023-09-30,0.25,USD
2205,M,Macy`s Inc,2023-11-16,2023-10-31,0.11,USD
3845,WMT,Walmart Inc,2023-11-16,2023-10-31,1.51,USD
2143,LNVGY,LNVGY,2023-11-16,2023-09-30,0.4217,USD
1886,IOUFF,IOUFF,2023-11-16,2023-09-30,,CAD
855,CNTTQ,CNTTQ,2023-11-16,2023-09-30,0,CAD
3857,WPNDF,WPNDF,2023-11-16,2023-09-30,,CAD
3864,WSM,Williams-Sonoma Inc,2023-11-16,2023-10-31,3.33,USD
3130,SCVL,Shoe Carnival Inc,2023-11-16,2023-10-31,1.01,USD
2147,LOCMQ,LOCMQ,2023-11-16,2023-09-30,0,USD
3343,SSYS,Stratasys Ltd,2023-11-16,2023-09-30,0.03,USD
1621,GPS,Gap Inc,2023-11-16,2023-10-31,0.17,USD
3762,VRTB,VRTB,2023-11-16,2023-09-30,0,USD
1104,DOLE,Dole plc,2023-11-16,2023-09-30,0.11,USD
3720,VINO,Gaucho Group Holdings Inc,2023-11-16,2023-09-30,,USD
1130,DSWL,Deswell Industries Inc,2023-11-16,2023-09-30,0,USD
3714,VIAAY,VIAAY,2023-11-16,2023-09-30,0,EUR
2471,NEWUF,NEWUF,2023-11-16,2023-09-30,,CAD
464,BGI,Birks Group Inc - Class A,2023-11-16,2023-09-30,0,CAD
2865,PRRFY,PRRFY,2023-11-16,2023-09-30,0,GBP
1018,CYPXF,CYPXF,2023-11-16,2023-09-30,,CAD
2490,NICE,NICE Ltd,2023-11-16,2023-09-30,2.15,USD
1432,FORTY,Formula Systems (1985) Ltd,2023-11-16,2023-09-30,0,USD
2838,POST,Post Holdings Inc,2023-11-16,2023-09-30,1.34,USD
446,BERY,Berry Global Group Inc,2023-11-16,2023-09-30,2.14,USD
2515,NNAX,NNAX,2023-11-16,2023-09-30,,USD
2516,NNGRY,NNGRY,2023-11-16,2023-09-30,0.7982,EUR
1183,EDSFF,EDSFF,2023-11-16,2023-09-30,0,CNY
2551,NTES,NetEase Inc,2023-11-16,2023-09-30,1.49,CNY
3683,UUGRY,UUGRY,2023-11-16,2023-09-30,0,GBP
2705,PAGS,PagSeguro Digital Ltd - Class A,2023-11-16,2023-09-30,0.27,BRL
406,BBI,BBI,2023-11-16,2023-09-30,-0.6,USD
381,BABA,Alibaba Group Holding Ltd,2023-11-16,2023-09-30,2.14,CNY
3641,UGI,UGI Corp,2023-11-16,2023-09-30,-0.06,USD
412,BBWI,Bath & Body Works Inc,2023-11-16,2023-10-31,0.35,USD
1220,ELTK,Eltek Ltd,2023-11-16,2023-09-30,0.31,USD
483,BIOYF,BIOYF,2023-11-16,2023-09-30,,CAD
363,AYRWF,AYRWF,2023-11-16,2023-09-30,-0.31,USD
2620,OEDVQ,OEDVQ,2023-11-16,2023-09-30,0,USD
2602,OASMY,OASMY,2023-11-16,2023-10-31,0,SEK
2596,NYMXF,NYMXF,2023-11-16,2023-09-30,,USD
3575,TSCC,TSCC,2023-11-16,2023-09-30,0,USD
2595,NYMX,NYMX,2023-11-16,2023-09-30,,USD
2569,NVFY,Nova Lifestyle Inc,2023-11-16,2023-09-30,,USD
2649,ONEW,Onewater Marine Inc - Class A,2023-11-16,2023-09-30,0.58,USD
3727,VJET,Voxeljet AG,2023-11-16,2023-09-30,-0.48,EUR
2482,NGVC,Natural Grocers by Vitamin Cottage Inc,2023-11-16,2023-09-30,0.2,USD
507,BLHEY,BLHEY,2023-11-16,2023-09-30,0,CHF
1052,DDL,Dingdong (Cayman) Ltd,2023-11-16,2023-09-30,0,CNY
240,ARCO,Arcos Dorados Holdings Inc - Class A,2023-11-16,2023-09-30,0.22,USD
1543,GFI,Gold Fields Ltd,2023-11-16,2023-09-30,0.16,USD
1537,GEOS,Geospace Technologies Corp,2023-11-16,2023-09-30,,USD
1550,GGR,Gogoro Inc - Class A,2023-11-16,2023-09-30,0,USD
1545,GFX,GFX,2023-11-16,2023-09-30,,USD
1029,DAO,Youdao Inc,2023-11-16,2023-09-30,-0.12,CNY
2921,QFIN,360 DigiTech Inc,2023-11-16,2023-09-30,0.89,CNY
1081,DLB,Dolby Laboratories Inc - Class A,2023-11-16,2023-09-30,0.53,USD
1533,GELGF,GELGF,2023-11-17,2023-09-30,,CAD
3206,SITOQ,SITOQ,2023-11-17,2023-09-30,0,USD
1154,DXLG,Destination XL Group Inc,2023-11-17,2023-10-31,0.07,USD
3369,STTO,STTO,2023-11-17,2023-09-30,0,USD
442,BEKAY,BEKAY,2023-11-17,2023-09-30,0,EUR
958,CTPCY,CTPCY,2023-11-17,2023-09-30,0,HKD
3199,SINC,SINC,2023-11-17,2023-09-30,,USD
303,ATKR,Atkore Inc,2023-11-17,2023-09-30,4.08,USD
1775,HUIZ,Huize Holding Ltd,2023-11-17,2023-09-30,,CNY
3015,RLLMF,RLLMF,2023-11-17,2023-09-30,,USD
764,CHUC,CHUC,2023-11-17,2023-09-30,0,USD
3538,TPCS,Techprecision Corp,2023-11-17,2023-09-30,,USD
3496,TKOMY,TKOMY,2023-11-17,2023-09-30,0.3972,JPY
3930,YUMAQ,YUMAQ,2023-11-17,2023-09-30,0,USD
2327,MLRT,MLRT,2023-11-17,2023-09-30,0,USD
3584,TSOI,TSOI,2023-11-17,2023-09-30,,USD
30,ABTI,ABTI,2023-11-17,2023-09-30,,USD
2352,MODD,Modular Medical Inc,2023-11-17,2023-09-30,-0.21,USD
706,CCPUF,CCPUF,2023-11-17,2023-09-30,0,CAD
678,CBLRF,CBLRF,2023-11-17,2023-09-30,0,USD
3611,TWST,Twist Bioscience Corp,2023-11-17,2023-09-30,-0.92,USD
3295,SPB,Spectrum Brands Holdings Inc,2023-11-17,2023-09-30,1.03,USD
775,CINT,CI&T Inc Class A,2023-11-17,2023-09-30,0.07,BRL
1635,GSIH,GSIH,2023-11-17,2023-09-30,0,USD
3301,SPGZ,SPGZ,2023-11-17,2023-09-30,0,USD
2273,MERR,MERR,2023-11-17,2023-09-30,0,USD
490,BKE,Buckle Inc,2023-11-17,2023-10-31,0.95,USD
3719,VIEWF,VIEWF,2023-11-17,2023-09-30,0,CNY
907,CRMBQ,CRMBQ,2023-11-17,2023-09-30,0,USD
593,BSPM,BSPM,2023-11-17,2023-09-30,0,USD
260,ARZGY,ARZGY,2023-11-17,2023-09-30,0.3206,EUR
160,AMCF,AMCF,2023-11-17,2023-09-30,0,USD
2385,MSADY,MSADY,2023-11-17,2023-09-30,0.2041,JPY
488,BJ,BJ`s Wholesale Club Holdings Inc,2023-11-17,2023-10-31,0.95,USD
2379,MREO,Mereo Biopharma Group Plc,2023-11-17,2023-09-30,,GBP
901,CRHKY,CRHKY,2023-11-17,2023-09-30,0,CNY
1835,IINN,Inspira Technologies Oxy B.H.N. Ltd,2023-11-18,2023-09-30,-0.3,USD
3312,SPYR,SPYR,2023-11-18,2023-09-30,,USD
33,ACAN,ACAN,2023-11-18,2023-09-30,,USD
2056,KSCP,Knightscope Inc - Class A,2023-11-18,2023-09-30,-0.09,USD
495,BKLLF,BKLLF,2023-11-18,2023-09-30,,CAD
2300,MILFF,MILFF,2023-11-18,2023-08-31,,CAD
2091,LDDFF,LDDFF,2023-11-18,2023-09-30,,USD
494,BKLLD,BKLLD,2023-11-18,2023-09-30,,CAD
463,BGFGF,BGFGF,2023-11-18,2023-10-31,,USD
3051,RSCZF,RSCZF,2023-11-18,2023-09-30,,CAD
3688,UXIN,Uxin Ltd,2023-11-19,2023-09-30,-0.09,CNY
2520,NOAH,Noah Holdings Ltd,2023-11-19,2023-09-30,,CNY
1011,CYBL,CYBL,2023-11-19,2023-09-30,,USD
607,BUDZ,BUDZ,2023-11-19,2023-09-30,,USD
3393,SWISF,SWISF,2023-11-19,2023-09-30,,CAD
1871,INND,INND,2023-11-19,2023-09-30,,USD
1520,GDNPF,GDNPF,2023-11-20,2023-09-30,,CAD
2012,KEYS,Keysight Technologies Inc,2023-11-20,2023-10-31,1.87,USD
2809,PLCKF,PLCKF,2023-11-20,2023-09-30,,CAD
1684,HDSLF,HDSLF,2023-11-20,2023-10-31,,USD
1894,IPLY,IPLY,2023-11-20,2023-09-30,0,USD
1883,INXSF,INXSF,2023-11-20,2023-09-30,,CAD
2797,PJXRF,PJXRF,2023-11-20,2023-09-30,,CAD
2662,OPSSF,OPSSF,2023-11-20,2023-08-31,,USD
2906,PVVLF,PVVLF,2023-11-20,2023-09-30,,USD
1680,HCGS,HCGS,2023-11-20,2023-09-30,0,USD
1898,IPVF,InterPrivate III Financial Partners Inc - Class A,2023-11-20,2023-09-30,,USD
2740,PD,Pagerduty Inc,2023-11-20,2023-10-31,0.14,USD
2724,PBIO,PBIO,2023-11-20,2023-09-30,,USD
1945,JBAXY,JBAXY,2023-11-20,2023-09-30,0,CHF
1250,ENTA,Enanta Pharmaceuticals Inc,2023-11-20,2023-09-30,-2,USD
1940,J,Jacobs Solutions Inc,2023-11-20,2023-09-30,2.03,USD
1569,GKIN,GKIN,2023-11-20,2023-09-30,,USD
2336,MMMM,MMMM,2023-11-20,2023-09-30,,USD
2250,MCRAA,MCRAA,2023-11-20,2023-10-31,,USD
708,CD,Chindata Group Holdings Ltd,2023-11-20,2023-09-30,0.08,CNY
2701,PACV,PACV,2023-11-20,2023-09-30,,USD
3959,ZVOI,ZVOI,2023-11-20,2023-09-30,,USD
3052,RSGOF,RSGOF,2023-11-20,2023-09-30,,CAD
1994,KAYS,KAYS,2023-11-20,2023-09-30,,USD
2688,OTLC,OTLC,2023-11-20,2023-09-30,,USD
720,CENT,Central Garden & Pet Company,2023-11-20,2023-09-30,0.07,USD
1322,FANH,Fanhua Inc,2023-11-20,2023-09-30,,CNY
994,CVU,CPI Aerostructures Inc,2023-11-20,2023-09-30,,USD
2362,MOMT,MOMT,2023-11-20,2023-09-30,0,USD
748,CHALF,CHALF,2023-11-20,2023-09-30,,USD
3087,SABOF,SABOF,2023-11-20,2023-09-30,,USD
3088,SAENF,SAENF,2023-11-20,2023-09-30,,CAD
1470,FTRS,FTRS,2023-11-20,2023-10-31,,USD
2500,NIU,Niu Technologies,2023-11-20,2023-09-30,,CNY
1435,FOXO,FOXO Technologies Inc - Class A,2023-11-20,2023-09-30,,USD
2495,NIHK,NIHK,2023-11-20,2023-09-30,,USD
822,CMPGY,CMPGY,2023-11-20,2023-09-30,0,GBP
2509,NM,Navios Maritime Holdings Inc,2023-11-20,2023-09-30,4.31,USD
1466,FTFT,Future FinTech Group Inc,2023-11-20,2023-09-30,,USD
837,CNF,CNFinance Holdings Ltd,2023-11-20,2023-09-30,0.01,CNY
1122,DS,DS,2023-11-20,2023-09-30,,USD
844,CNNRF,CNNRF,2023-11-20,2023-09-30,,CAD
2919,QD,Qudian Inc,2023-11-20,2023-09-30,,CNY
3034,ROI,RiskOn International Inc Com Par 0.001,2023-11-20,2023-09-30,,USD
1138,DTMXF,DTMXF,2023-11-20,2023-09-30,,CAD
2366,MOV,Movado Group Inc,2023-11-20,2023-10-31,0.8,USD
1119,DRRSF,DRRSF,2023-11-20,2023-09-30,,CAD
2039,KNOS,KNOS,2023-11-20,2023-09-30,0,USD
2098,LEGN,Legend Biotech Corp,2023-11-20,2023-09-30,-0.65,USD
2084,LBUY,LBUY,2023-11-20,2023-09-30,,USD
1840,IMBI,IMBI,2023-11-20,2023-08-31,-0.29,USD
2990,RGBOQ,RGBOQ,2023-11-20,2023-09-30,0,USD
1126,DSHK,DSHK,2023-11-20,2023-09-30,-0.11,USD
1502,GBDC,Golub Capital BDC Inc,2023-11-20,2023-09-30,0.47,USD
2830,PNRG,PrimeEnergy Resources Corp,2023-11-20,2023-09-30,,USD
759,CHS,Chico`s Fas Inc,2023-11-20,2023-08-31,0.09,USD
1826,IGLDF,IGLDF,2023-11-20,2023-09-30,0,ILS
1801,ICLK,iClick Interactive Asia Group Ltd,2023-11-20,2023-09-30,,USD
1723,HLRTD,HLRTD,2023-11-20,2023-09-30,,CAD
1496,GASS,StealthGas Inc,2023-11-20,2023-09-30,0.15,USD
1724,HLRTF,HLRTF,2023-11-20,2023-09-30,,CAD
1539,GES,Guess Inc,2023-11-20,2023-10-31,0.62,USD
2416,MULG,MULG,2023-11-20,2023-09-30,,USD
2885,PSXRF,PSXRF,2023-11-20,2023-09-30,,CAD
1110,DOYU,DouYu International Holdings Ltd,2023-11-20,2023-09-30,0.02,CNY
1626,GRMC,GRMC,2023-11-20,2023-09-30,,USD
1385,FINV,FinVolution Group,2023-11-20,2023-09-30,,CNY
2259,MDPCF,MDPCF,2023-11-20,2023-08-31,,CAD
0,A,Agilent Technologies Inc,2023-11-20,2023-10-31,1.35,USD
122,AIXN,AIXN,2023-11-20,2023-09-30,,USD
3488,TITUF,TITUF,2023-11-20,2023-08-31,,CAD
3729,VLCJF,VLCJF,2023-11-20,2023-09-30,,CAD
3401,SY,So-Young International Inc,2023-11-20,2023-09-30,0.02,CNY
3939,ZBNIF,ZBNIF,2023-11-20,2023-09-30,,CAD
3663,URBN,Urban Outfitters Inc,2023-11-20,2023-10-31,0.81,USD
3666,URLOF,URLOF,2023-11-20,2023-09-30,,CAD
3672,USCMF,USCMF,2023-11-20,2023-10-31,,CAD
590,BSHI,BSHI,2023-11-20,2023-09-30,,USD
535,BNMV,BitNile Metaverse Inc,2023-11-20,2023-09-30,,USD
335,AVCVF,AVCVF,2023-11-20,2023-09-30,,CAD
3915,YEWTF,YEWTF,2023-11-20,2023-09-30,,CAD
3407,SYM,Symbotic Inc - Class A,2023-11-20,2023-09-30,-0.12,USD
3685,UUU,Universal Security Instruments Inc,2023-11-20,2023-09-30,,USD
3927,YSG,Yatsen Holding Ltd,2023-11-20,2023-09-30,-0.06,CNY
3918,YGTFF,YGTFF,2023-11-20,2023-10-31,,CAD
326,AURWF,AURWF,2023-11-20,2023-08-31,,CAD
3926,YRD,Yiren Digital Ltd,2023-11-20,2023-09-30,,CNY
3871,WTHVF,WTHVF,2023-11-20,2023-09-30,,CAD
324,AUMBF,AUMBF,2023-11-20,2023-09-30,,CAD
323,AULT,Ault Alliance Inc,2023-11-20,2023-09-30,,USD
576,BRRAY,BRRAY,2023-11-20,2023-09-30,0,ZAR
3713,VGANF,VGANF,2023-11-20,2023-09-30,,CAD
3922,YMM,Full Truck Alliance Co Ltd,2023-11-20,2023-09-30,0.08,CNY
3737,VMW,Vmware Inc - Class A,2023-11-20,2023-10-31,1.74,USD
559,BRBR,Bellring Brands Inc,2023-11-20,2023-09-30,0.398,USD
263,ASAPF,ASAPF,2023-11-20,2023-09-30,,USD
3438,TCOM,Trip.com Group Ltd,2023-11-20,2023-09-30,0.68,CNY
3492,TKAT,TKAT,2023-11-20,2023-09-30,,USD
3605,TUEMQ,TUEMQ,2023-11-20,2023-09-30,,USD
3942,ZEPP,Zepp Health Corporation,2023-11-20,2023-09-30,0.03,CNY
158,AMBS,AMBS,2023-11-20,2023-09-30,0,USD
3826,WHGOF,WHGOF,2023-11-20,2023-09-30,,CAD
3825,WHEN,WHEN,2023-11-20,2023-09-30,,USD
3306,SPND,SPND,2023-11-20,2023-09-30,,USD
3545,TREP,TREP,2023-11-20,2023-09-30,,USD
478,BIOC,BIOC,2023-11-20,2023-09-30,,USD
479,BIOCQ,BIOCQ,2023-11-20,2023-09-30,,USD
398,BBAL,BBAL,2023-11-20,2023-09-30,0,USD
170,AMMJ,AMMJ,2023-11-20,2023-09-30,,USD
3507,TMASF,TMASF,2023-11-20,2023-09-30,,CAD
3506,TMASD,TMASD,2023-11-20,2023-09-30,,CAD
92,AGGFF,AGGFF,2023-11-20,2023-09-30,,USD
58,ADMT,ADMT,2023-11-20,2023-09-30,,USD
3949,ZM,Zoom Video Communications Inc - Class A,2023-11-20,2023-10-31,1.08,USD
3322,SRGMF,SRGMF,2023-11-20,2023-09-30,,CAD
3799,WARM,WARM,2023-11-20,2023-09-30,,USD
503,BKUCF,BKUCF,2023-11-20,2023-09-30,,CAD
3908,YALA,Yalla Group Ltd,2023-11-20,2023-09-30,,USD
3604,TUEM,TUEM,2023-11-20,2023-09-30,,USD
180,AMWD,American Woodmark Corp,2023-11-20,2023-10-31,2.08,USD
1751,HPQ,HP Inc,2023-11-21,2023-10-31,0.9,USD
2155,LOW,Lowe`s Cos. Inc,2023-11-21,2023-10-31,3.03,USD
2195,LVWD,LVWD,2023-11-21,2023-09-30,0,USD
574,BRQS,BRQS,2023-11-21,2023-09-30,0,USD
1707,HIBB,Hibbett Inc,2023-11-21,2023-10-31,1.17,USD
247,ARET,ARET,2023-11-21,2023-09-30,0,USD
3789,VYND,VYND,2023-11-21,2023-09-30,,USD
2262,MDT,Medtronic Plc,2023-11-21,2023-10-31,1.18,USD
898,CRDOF,CRDOF,2023-11-21,2023-09-30,,USD
602,BTQNF,BTQNF,2023-11-21,2023-09-30,,CAD
185,ANF,Abercrombie & Fitch Co. - Class A,2023-11-21,2023-10-31,1.09,USD
610,BURL,Burlington Stores Inc,2023-11-21,2023-10-31,1,USD
2347,MNSO,MINISO Group Holding Ltd,2023-11-21,2023-09-30,0.26,CNY
1562,GIGA,GIGA,2023-11-21,2023-09-30,,USD
1581,GLNG,Golar Lng,2023-11-21,2023-09-30,0.45,USD
221,API,Agora Inc,2023-11-21,2023-09-30,-0.1,USD
3147,SENR,SENR,2023-11-21,2023-09-30,,USD
900,CRH,CRH Plc,2023-11-21,2023-09-30,0,EUR
